,mal_id,episodes,airing,duration,rating,score,scored_by,rank,popularity,year,genres,Action,Adventure,Award Winning,Comedy,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Suspense
16,1533,51.0,False,24,10,6.79,10423.0,5058.0,4449,1995.0,"Comedy,Fantasy,Romance",0,0,0,1,0,1,0,0,1,0,0,0,0,0
17,1534,49.0,False,24,0,7.24,5439.0,2929.0,5509,2006.0,"Action,Comedy,Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0
18,1535,37.0,False,23,18,8.62,2686302.0,82.0,2,2006.0,"Supernatural,Suspense",0,0,0,0,0,0,0,0,0,0,0,0,1,1
19,1536,26.0,False,24,14,7.3,80048.0,2611.0,1337,2006.0,"Action,Supernatural",1,0,0,0,0,0,0,0,0,0,0,0,1,0
20,1537,22.0,False,25,14,6.39,757.0,7256.0,10373,1971.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
21,1538,24.0,False,23,18,7.16,17137.0,3369.0,3289,2006.0,"Action,Comedy,Drama",1,0,0,1,1,0,0,0,0,0,0,0,0,0
24,1541,22.0,False,27,18,6.66,3606.0,5779.0,5741,2006.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1542,26.0,False,25,14,6.17,2853.0,8420.0,6091,1998.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1543,12.0,False,23,14,7.09,16544.0,3729.0,3392,2006.0,"Comedy,Romance,Sci-Fi",0,0,0,1,0,0,0,0,1,1,0,0,0,0
3,1546,26.0,False,23,14,6.94,36485.0,4405.0,2096,2006.0,"Comedy,Fantasy,Romance,Ecchi",0,0,0,1,0,1,0,0,1,0,0,0,0,0
4,1547,96.0,False,25,0,6.09,209.0,8815.0,13392,1965.0,"Comedy,Slice of Life,Supernatural",0,0,0,1,0,0,0,0,0,0,1,0,1,0
5,1548,42.0,False,24,0,7.16,1338.0,3379.0,7819,1981.0,"Drama,Mystery,Sci-Fi",0,0,0,0,1,0,0,1,0,1,0,0,0,0
7,1550,104.0,False,24,14,6.95,3758.0,4349.0,6385,1970.0,"Drama,Sports",0,0,0,0,1,0,0,0,0,0,0,1,0,0
10,1554,12.0,False,25,14,7.03,10215.0,3988.0,4323,2006.0,"Drama,Supernatural",0,0,0,0,1,0,0,0,0,0,0,0,1,0
11,1555,25.0,False,24,14,7.03,15379.0,4012.0,3558,2006.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
13,1557,26.0,False,23,14,7.55,19807.0,1619.0,2857,2006.0,"Action,Fantasy",1,0,0,0,0,1,0,0,0,0,0,0,0,0
15,1559,50.0,False,24,14,8.05,155993.0,553.0,771,2006.0,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0
17,1561,12.0,False,24,14,6.13,2971.0,8630.0,6604,2006.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1562,25.0,False,24,14,7.72,81460.0,1137.0,1420,2006.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,1563,29.0,False,24,14,7.51,16760.0,1765.0,3733,1995.0,"Adventure,Drama,Fantasy,Romance",0,1,0,0,1,1,0,0,1,0,0,0,0,0
20,1564,192.0,False,24,10,7.12,115554.0,3596.0,1240,2002.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
21,1565,191.0,False,23,10,7.28,89010.0,2732.0,1527,2006.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
23,1567,43.0,False,22,0,7.57,7669.0,1538.0,4669,1995.0,"Adventure,Romance",0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,1568,22.0,False,23,14,6.84,24636.0,4863.0,2577,2006.0,"Action,Comedy,Romance",1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1569,12.0,False,24,14,7.03,26213.0,4033.0,2668,2006.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1570,12.0,False,24,14,6.36,16045.0,7424.0,3605,2006.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1571,25.0,False,24,14,7.76,100003.0,1048.0,1023,2006.0,"Horror,Mystery,Supernatural",0,0,0,0,0,0,1,1,0,0,0,0,1,0
3,1572,52.0,False,25,0,6.63,3016.0,5939.0,6848,1965.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,1573,51.0,False,24,14,6.96,5474.0,4279.0,5423,1995.0,"Action,Comedy,Drama,Fantasy,Horror",1,0,0,1,1,1,1,0,0,0,0,0,0,0
5,1574,51.0,False,24,14,6.2,391.0,8294.0,10683,2004.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,1575,25.0,False,24,18,8.7,1373955.0,57.0,21,2006.0,"Action,Award Winning,Drama,Sci-Fi",1,0,1,0,1,0,0,0,0,1,0,0,0,0
9,1578,13.0,False,23,14,6.82,3723.0,4949.0,5829,2006.0,"Adventure,Comedy,Drama,Fantasy,Romance,Sci-Fi",0,1,0,1,1,1,0,0,1,1,0,0,0,0
10,1579,25.0,False,24,14,7.42,48841.0,2100.0,2050,2006.0,Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,1581,12.0,False,24,14,6.58,13859.0,6162.0,3847,2006.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
14,1583,12.0,False,25,18,6.21,7012.0,8213.0,4615,2006.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
18,1587,25.0,False,23,18,6.85,4569.0,4806.0,5045,2006.0,Supernatural,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,1588,24.0,False,23,14,7.03,10651.0,4028.0,4143,2006.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
20,1589,11.0,False,23,14,7.33,27293.0,2457.0,2152,2006.0,"Drama,Gourmet",0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,1590,50.0,False,24,0,7.39,1092.0,2217.0,9536,2004.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
22,1591,12.0,False,23,14,6.23,4954.0,8110.0,5407,2006.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
23,1592,11.0,False,22,14,7.0,7743.0,4144.0,4243,2006.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1594,26.0,False,25,18,7.88,67436.0,805.0,1418,2006.0,"Horror,Mystery,Supernatural",0,0,0,0,0,0,1,1,0,0,0,0,1,0
3,1597,48.0,False,8,0,6.68,2051.0,5643.0,7752,2002.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1599,12.0,False,23,14,6.66,2285.0,5764.0,7593,1998.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
6,1600,13.0,False,24,14,6.26,1692.0,7973.0,7963,2006.0,"Comedy,Sci-Fi",0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,1601,22.0,False,23,18,7.04,10996.0,3963.0,3189,2006.0,"Drama,Mystery,Supernatural",0,0,0,0,1,0,0,1,0,0,0,0,1,0
8,1602,13.0,False,24,16,7.01,8969.0,4093.0,4470,2006.0,"Action,Drama,Sci-Fi,Ecchi",1,0,0,0,1,0,0,0,0,1,0,0,0,0
9,1603,25.0,False,24,14,6.78,2953.0,5138.0,6851,2006.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
10,1604,203.0,False,24,14,8.13,258098.0,438.0,385,2006.0,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1606,52.0,False,24,14,7.6,49865.0,1443.0,1893,2006.0,"Action,Adventure,Supernatural",1,1,0,0,0,0,0,0,0,0,0,0,1,0
12,1607,12.0,False,24,14,6.34,11600.0,7508.0,3963,2007.0,"Drama,Romance,Supernatural",0,0,0,0,1,0,0,0,1,0,0,0,1,0
13,1608,20.0,False,25,16,7.41,3218.0,2123.0,6195,2001.0,"Comedy,Drama",0,0,0,1,1,0,0,0,0,0,0,0,0,0
17,1614,52.0,False,24,14,7.45,35803.0,1950.0,2812,2001.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,1617,4.0,False,21,10,6.36,1073.0,7395.0,8866,2003.0,"Comedy,Romance,Slice of Life",0,0,0,1,0,0,0,0,1,0,1,0,0,0
19,1618,26.0,False,25,14,6.57,1159.0,6264.0,7876,1999.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
24,1623,13.0,False,24,18,5.83,1570.0,10043.0,8274,2002.0,"Action,Comedy,Sci-Fi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,1628,13.0,False,24,16,5.98,3721.0,9395.0,6083,2002.0,"Action,Horror,Supernatural",1,0,0,0,0,0,1,0,0,0,0,0,1,0
5,1629,26.0,False,24,16,6.6,6358.0,6076.0,4293,1998.0,"Action,Drama,Horror,Suspense",1,0,0,0,1,0,1,0,0,0,0,0,0,1
14,1638,41.0,False,23,0,6.78,2015.0,5112.0,8388,1989.0,"Adventure,Fantasy",0,1,0,0,0,1,0,0,0,0,0,0,0,0
18,1642,51.0,False,24,10,7.49,17152.0,1807.0,3346,2005.0,"Comedy,Drama,Fantasy",0,0,0,1,1,1,0,0,0,0,0,0,0,0
24,1650,26.0,False,25,14,7.6,7375.0,1440.0,4063,1974.0,"Action,Adventure,Award Winning,Drama,Sci-Fi",1,1,1,0,1,0,0,0,0,1,0,0,0,0
0,1651,26.0,False,24,14,7.46,2943.0,1905.0,6633,1978.0,"Action,Adventure,Drama,Sci-Fi",1,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1652,25.0,False,24,14,7.02,1875.0,4083.0,7558,1980.0,"Action,Adventure,Drama,Sci-Fi",1,1,0,0,1,0,0,0,0,1,0,0,0,0
3,1655,12.0,False,24,16,7.27,3592.0,2809.0,6517,2006.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1656,24.0,False,3,0,5.28,171.0,12014.0,15161,2004.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1660,24.0,False,14,16,6.73,1602.0,5409.0,7501,1998.0,"Action,Adventure,Drama,Sci-Fi",1,1,0,0,1,0,0,0,0,1,0,0,0,0
9,1661,25.0,False,25,14,6.42,4186.0,7102.0,5078,1973.0,"Action,Sci-Fi,Ecchi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
11,1663,52.0,False,26,0,7.45,3548.0,1955.0,6013,1976.0,"Adventure,Drama,Slice of Life",0,1,0,0,1,0,0,0,0,0,1,0,0,0
12,1664,13.0,False,24,14,5.69,1113.0,10653.0,9071,2001.0,"Action,Adventure,Mystery,Sci-Fi,Supernatural",1,1,0,0,0,0,0,1,0,1,0,0,1,0
14,1666,39.0,False,25,14,6.3,487.0,7739.0,10926,1973.0,"Adventure,Sci-Fi,Supernatural",0,1,0,0,0,0,0,0,0,1,0,0,1,0
15,1667,13.0,False,24,14,5.06,670.0,12471.0,10353,2003.0,"Action,Sci-Fi,Supernatural",1,0,0,0,0,0,0,0,0,1,0,0,1,0
16,1668,52.0,False,20,10,6.95,29888.0,4350.0,3068,2003.0,"Action,Adventure,Comedy,Sci-Fi,Sports",1,1,0,1,0,0,0,0,0,1,0,1,0,0
17,1669,51.0,False,21,10,6.72,42308.0,5447.0,2571,2002.0,"Action,Adventure,Comedy,Sci-Fi,Sports",1,1,0,1,0,0,0,0,0,1,0,1,0,0
20,1672,48.0,False,26,10,6.82,1447.0,4921.0,9490,1998.0,"Comedy,Sci-Fi",0,0,0,1,0,0,0,0,0,1,0,0,0,0
21,1673,50.0,False,26,14,6.43,792.0,7014.0,10863,1999.0,Sci-Fi,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,1674,47.0,False,27,0,7.28,17217.0,2752.0,3969,1994.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,1675,52.0,False,24,14,6.81,5367.0,4989.0,6278,2003.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
24,1676,13.0,False,25,14,6.51,1971.0,6612.0,7775,2001.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1678,50.0,False,25,14,7.27,12510.0,2773.0,3715,2001.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
5,1683,104.0,False,12,0,7.07,2647.0,3831.0,6915,2003.0,"Comedy,Fantasy,Sci-Fi",0,0,0,1,0,1,0,0,0,1,0,0,0,0
7,1685,26.0,False,21,14,5.84,12827.0,10021.0,4448,2002.0,"Action,Comedy,Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0
9,1688,12.0,False,24,14,7.02,9002.0,4050.0,4466,2007.0,Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,1690,24.0,False,23,18,7.61,52607.0,1420.0,1212,2007.0,"Drama,Sci-Fi",0,0,0,0,1,0,0,0,0,1,0,0,0,0
12,1691,24.0,False,24,14,7.17,235802.0,3298.0,483,2007.0,"Action,Romance,Supernatural",1,0,0,0,0,0,0,0,1,0,0,0,1,0
14,1693,26.0,False,24,14,6.51,2828.0,6601.0,6526,2007.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
15,1694,26.0,False,23,14,6.47,6801.0,6834.0,4450,2007.0,"Action,Comedy,Sci-Fi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
16,1695,52.0,False,24,0,7.89,9281.0,763.0,4011,2007.0,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,1698,23.0,False,22,14,8.27,128410.0,282.0,745,2007.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
19,1699,24.0,False,24,14,7.59,74152.0,1460.0,1269,2007.0,"Drama,Fantasy,Romance",0,0,0,0,1,1,0,0,1,0,0,0,0,0
22,1703,13.0,False,21,16,6.65,2778.0,5794.0,5794,2006.0,"Action,Drama",1,0,0,0,1,0,0,0,0,0,0,0,0,0
23,1704,12.0,False,24,18,6.36,3168.0,7417.0,5856,1997.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
24,1705,13.0,False,25,14,4.91,717.0,12677.0,10786,2002.0,"Adventure,Drama,Horror,Sci-Fi,Supernatural",0,1,0,0,1,0,1,0,0,1,0,0,1,0
0,1706,13.0,False,24,14,6.52,3633.0,6526.0,6062,2002.0,"Action,Adventure,Drama,Sci-Fi",1,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1707,51.0,False,24,14,6.91,8793.0,4527.0,5041,2002.0,"Comedy,Sci-Fi,Sports",0,0,0,1,0,0,0,0,0,1,0,1,0,0
2,1708,13.0,False,24,16,5.27,755.0,12043.0,9852,2003.0,"Action,Supernatural",1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1710,56.0,False,21,14,6.91,19587.0,4538.0,3459,2002.0,"Action,Adventure,Comedy,Sci-Fi",1,1,0,1,0,0,0,0,0,1,0,0,0,0
5,1711,13.0,False,25,18,6.13,997.0,8647.0,9587,2004.0,"Adventure,Comedy,Romance,Sci-Fi,Ecchi",0,1,0,1,0,0,0,0,1,1,0,0,0,0
6,1712,13.0,False,25,14,5.44,435.0,11590.0,11694,2002.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,1713,13.0,False,24,14,6.21,567.0,8234.0,10695,2003.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
11,1721,12.0,False,23,14,6.76,7638.0,5225.0,4718,2007.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
12,1722,26.0,False,24,14,7.22,44553.0,3041.0,1992,2007.0,"Comedy,Fantasy,Romance,Ecchi",0,0,0,1,0,1,0,0,1,0,0,0,0,0
14,1724,26.0,False,25,14,6.78,1381.0,5117.0,7248,2007.0,"Adventure,Fantasy",0,1,0,0,0,1,0,0,0,0,0,0,0,0
16,1726,12.0,False,24,18,6.94,167795.0,4370.0,758,2007.0,"Action,Fantasy",1,0,0,0,0,1,0,0,0,0,0,0,0,0
17,1727,12.0,False,24,14,6.79,10494.0,5097.0,3854,2007.0,"Drama,Fantasy,Romance",0,0,0,0,1,1,0,0,1,0,0,0,0,0
18,1728,52.0,False,24,14,7.38,8068.0,2268.0,4545,2001.0,"Comedy,Slice of Life",0,0,0,1,0,0,0,0,0,0,1,0,0,0
24,1735,500.0,False,23,14,8.26,1616974.0,293.0,15,2007.0,"Action,Adventure,Fantasy",1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1737,34.0,False,25,14,6.54,584.0,6447.0,10146,1980.0,"Action,Adventure,Drama,Sci-Fi",1,1,0,0,1,0,0,0,0,1,0,0,0,0
2,1738,12.0,False,24,14,7.09,8098.0,3742.0,4689,2006.0,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1740,11.0,False,24,18,5.12,360.0,12369.0,11256,2006.0,"Action,Drama",1,0,0,0,1,0,0,0,0,0,0,0,0,0
7,1743,14.0,False,8,16,5.87,1989.0,9862.0,8401,1998.0,"Action,Comedy,Sci-Fi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
8,1744,172.0,False,21,0,7.31,8579.0,2573.0,4782,2002.0,"Adventure,Comedy,Drama,Fantasy,Romance",0,1,0,1,1,1,0,0,1,0,0,0,0,0
9,1745,13.0,False,24,18,5.18,299.0,12239.0,12290,2002.0,"Action,Adventure,Mystery",1,1,0,0,0,0,0,1,0,0,0,0,0,0
10,1746,26.0,False,25,14,6.38,5073.0,7286.0,5945,2004.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
8,1769,12.0,False,21,18,6.02,2484.0,9197.0,7833,2000.0,"Action,Comedy,Sci-Fi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
10,1771,12.0,False,23,14,6.58,785.0,6206.0,10347,2006.0,"Action,Sports",1,0,0,0,0,0,0,0,0,0,0,1,0,0
14,1775,12.0,False,24,14,5.51,1524.0,11371.0,6999,1998.0,"Action,Adventure,Drama,Fantasy",1,1,0,0,1,1,0,0,0,0,0,0,0,0
17,1778,26.0,False,24,10,7.02,1559.0,4069.0,8551,2005.0,"Adventure,Comedy,Gourmet",0,1,0,1,0,0,0,0,0,0,0,0,0,0
6,1792,26.0,False,25,14,7.0,3960.0,4174.0,5554,2002.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
19,1806,26.0,False,23,14,6.74,1545.0,5337.0,8515,1997.0,"Action,Adventure,Comedy,Supernatural",1,1,0,1,0,0,0,0,0,0,0,0,1,0
20,1807,12.0,False,24,16,6.43,8787.0,7068.0,4485,2007.0,"Action,Comedy,Drama,Fantasy",1,0,0,1,1,1,0,0,0,0,0,0,0,0
21,1808,26.0,False,24,14,7.2,22188.0,3121.0,2974,2007.0,"Comedy,Fantasy,Romance",0,0,0,1,0,1,0,0,1,0,0,0,0,0
22,1810,12.0,False,24,14,6.4,15027.0,7206.0,3276,2007.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
24,1812,12.0,False,5,14,3.33,2319.0,13248.0,8186,2006.0,Sci-Fi,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1816,78.0,False,24,10,6.56,47345.0,6277.0,2337,2003.0,"Action,Adventure,Comedy,Sci-Fi",1,1,0,1,0,0,0,0,0,1,0,0,0,0
4,1818,26.0,False,23,16,7.74,322568.0,1086.0,297,2007.0,"Action,Adventure,Fantasy",1,1,0,0,0,1,0,0,0,0,0,0,0,0
9,1823,26.0,False,24,14,7.15,2279.0,3455.0,7428,1999.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
12,1826,65.0,False,25,14,7.08,12262.0,3778.0,4001,2007.0,"Adventure,Fantasy",0,1,0,0,0,1,0,0,0,0,0,0,0,0
13,1827,26.0,False,25,14,8.13,76118.0,443.0,1083,2007.0,"Action,Adventure,Fantasy",1,1,0,0,0,1,0,0,0,0,0,0,0,0
21,1835,55.0,False,10,10,7.08,5841.0,3764.0,5546,2006.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
22,1836,12.0,False,24,14,6.53,23495.0,6487.0,2855,2007.0,"Comedy,Drama,Fantasy,Romance,Ecchi",0,0,0,1,1,1,0,0,1,0,0,0,0,0
23,1837,12.0,False,24,14,6.88,2182.0,4651.0,7555,2003.0,"Action,Adventure,Comedy,Sci-Fi",1,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1839,26.0,False,3,0,6.39,665.0,7266.0,11729,2004.0,"Adventure,Fantasy,Slice of Life",0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,1840,12.0,False,23,14,7.4,305946.0,2168.0,429,2007.0,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi",1,1,0,1,0,1,0,0,1,0,0,0,0,0
3,1842,26.0,False,25,14,8.22,42884.0,326.0,2549,2007.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1844,26.0,False,24,0,6.84,5071.0,4849.0,5369,1997.0,"Action,Comedy,Mystery",1,0,0,1,0,0,0,1,0,0,0,0,0,0
6,1845,39.0,False,25,0,7.15,1456.0,3416.0,8260,2005.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,1846,26.0,False,25,14,7.2,3924.0,3134.0,5700,1998.0,"Drama,Romance,Sports",0,0,0,0,1,0,0,0,1,0,0,1,0,0
9,1848,52.0,False,25,14,6.91,757.0,4517.0,9422,1994.0,"Action,Adventure,Fantasy",1,1,0,0,0,1,0,0,0,0,0,0,0,0
13,1852,12.0,False,24,14,7.46,26454.0,1942.0,2341,2007.0,Slice of Life,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,1853,39.0,False,23,14,6.69,2527.0,5603.0,6212,1997.0,"Action,Adventure,Comedy,Romance,Sci-Fi,Ecchi",1,1,0,1,0,0,0,0,1,1,0,0,0,0
19,1858,12.0,False,24,0,7.32,10902.0,2549.0,3888,2007.0,"Comedy,Slice of Life",0,0,0,1,0,0,0,0,0,0,1,0,0,0
21,1860,14.0,False,24,18,7.06,27444.0,3858.0,2105,2007.0,"Action,Drama,Horror,Supernatural",1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1864,12.0,False,24,14,6.9,3337.0,4542.0,5992,2007.0,"Drama,Fantasy,Romance",0,0,0,0,1,1,0,0,1,0,0,0,0,0
1,1865,11.0,False,23,14,6.28,2260.0,7839.0,6740,2007.0,"Action,Comedy,Sci-Fi,Ecchi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,1868,12.0,False,23,14,6.2,2809.0,8296.0,6735,2006.0,"Adventure,Drama,Romance",0,1,0,0,1,0,0,0,1,0,0,0,0,0
6,1872,26.0,False,15,10,6.0,385.0,9283.0,12141,2006.0,"Adventure,Comedy,Fantasy,Romance",0,1,0,1,0,1,0,0,1,0,0,0,0,0
7,1873,37.0,False,25,14,7.39,1291.0,2224.0,8950,1983.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
9,1878,26.0,False,25,0,7.34,2484.0,2423.0,6984,2007.0,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,1881,13.0,False,25,10,6.6,2642.0,6066.0,6751,2006.0,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,1882,13.0,False,25,10,6.7,1592.0,5574.0,8542,2006.0,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,1883,26.0,False,3,10,6.18,888.0,8352.0,10602,2004.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,1884,12.0,False,24,0,6.32,962.0,7641.0,9935,2006.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,1885,12.0,False,24,14,5.91,573.0,9693.0,10780,2007.0,"Comedy,Fantasy",0,0,0,1,0,1,0,0,0,0,0,0,0,0
17,1886,52.0,False,24,0,7.3,2218.0,2617.0,7587,2006.0,"Comedy,Fantasy",0,0,0,1,0,1,0,0,0,0,0,0,0,0
18,1887,24.0,False,24,14,7.74,318309.0,1078.0,314,2007.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,1889,24.0,False,24,18,8.17,250981.0,399.0,458,2007.0,"Horror,Mystery,Supernatural",0,0,0,0,0,0,1,1,0,0,0,0,1,0
22,1891,50.0,False,25,14,7.28,909.0,2711.0,10389,1996.0,"Adventure,Comedy,Sci-Fi",0,1,0,1,0,0,0,0,0,1,0,0,0,0
23,1892,25.0,False,25,14,7.28,582.0,2714.0,12096,1998.0,"Adventure,Comedy,Sci-Fi",0,1,0,1,0,0,0,0,0,1,0,0,0,0
24,1893,117.0,False,24,0,6.7,1059.0,5531.0,9653,1995.0,"Comedy,Romance,Slice of Life",0,0,0,1,0,0,0,0,1,0,1,0,0,0
3,1897,51.0,False,24,0,7.04,667.0,3949.0,10723,1991.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,1899,26.0,False,24,14,6.03,1003.0,9127.0,9296,1999.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
18,1912,13.0,False,24,14,5.81,4228.0,10144.0,5388,2006.0,"Boys Love,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,1914,39.0,False,25,14,8.02,17827.0,588.0,3382,2007.0,"Adventure,Fantasy,Romance",0,1,0,0,0,1,0,0,1,0,0,0,0,0
21,1915,26.0,False,25,14,7.63,25939.0,1359.0,2933,2007.0,"Action,Comedy,Drama,Fantasy",1,0,0,1,1,1,0,0,0,0,0,0,0,0
10,1929,47.0,False,24,0,7.01,8054.0,4119.0,4868,2005.0,"Action,Comedy,Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0
13,1932,49.0,False,24,0,7.21,7045.0,3102.0,4999,2007.0,"Action,Fantasy",1,0,0,0,0,1,0,0,0,0,0,0,0,0
16,1936,12.0,False,24,14,6.12,638.0,8664.0,10935,1997.0,"Comedy,Romance,Sci-Fi",0,0,0,1,0,0,0,0,1,1,0,0,0,0
21,1941,12.0,False,25,16,7.13,3311.0,3528.0,5936,2007.0,"Adventure,Drama,Sci-Fi",0,1,0,0,1,0,0,0,0,1,0,0,0,0
22,1942,12.0,False,23,14,7.06,2976.0,3885.0,6525,2007.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1946,50.0,False,24,0,7.59,11299.0,1465.0,3806,2003.0,"Adventure,Drama,Romance",0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1947,28.0,False,12,14,5.78,441.0,10259.0,10507,2002.0,"Action,Fantasy",1,0,0,0,0,1,0,0,0,0,0,0,0,0
7,1955,10.0,False,2,10,5.94,1119.0,9564.0,10251,2004.0,"Comedy,Fantasy,Sci-Fi",0,0,0,1,0,1,0,0,0,1,0,0,0,0
8,1956,12.0,False,24,16,6.74,37108.0,5379.0,2308,2007.0,"Action,Ecchi",1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1962,13.0,False,23,14,6.95,776.0,4355.0,10339,2001.0,"Action,Comedy,Drama,Sci-Fi",1,0,0,1,1,0,0,0,0,1,0,0,0,0
